Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,25.347,"50000.00",GenBac,1,,,,1
A2,STANDARD,25.509,"50000.00",GenBac,1,,,,1
B1,STANDARD,28.044,"10000.00",GenBac,2,,,,1
B2,STANDARD,28.134,"10000.00",GenBac,2,,,,1
C1,STANDARD,28.443,"5000.00",GenBac,3,,,,1
C2,STANDARD,28.552,"5000.00",GenBac,3,,,,1
D1,STANDARD,31.164,"1000.00",GenBac,4,,,,1
D2,STANDARD,31.021,"1000.00",GenBac,4,,,,1
E1,STANDARD,32.182,500,GenBac,5,,,,1
E2,STANDARD,31.964,500,GenBac,5,,,,1
F1,STANDARD,34.711,100,GenBac,6,,,,1
F2,STANDARD,34.349,100,GenBac,6,,,,1
G1,STANDARD,36.027,50,GenBac,7,,,,1
G2,STANDARD,35.42,50,GenBac,7,,,,1
H1,STANDARD,39.026,10,GenBac,8,,,,1
H2,STANDARD,40.304,10,GenBac,8,,,,1
A3,UNKNOWN,27.158,,GenBac,34,8/9/18,15,525,1
A4,UNKNOWN,27.089,,GenBac,34,8/9/18,15,525,1
A5,UNKNOWN,30.444,,GenBac,34,8/9/18,15,525,10
A6,UNKNOWN,26.471,,GenBac,42,8/29/18,post 02,515,1
A7,UNKNOWN,26.373,,GenBac,42,8/29/18,post 02,515,1
A8,UNKNOWN,29.985,,GenBac,42,8/29/18,post 02,515,10
A9,UNKNOWN,25.689,,GenBac,50,9/15/18,5,465,1
A10,UNKNOWN,25.671,,GenBac,50,9/15/18,5,465,1
A11,UNKNOWN,28.954,,GenBac,50,9/15/18,5,465,10
B3,UNKNOWN,29.281,,GenBac,35,8/9/18,16,555,1
B4,UNKNOWN,29.235,,GenBac,35,8/9/18,16,555,1
B5,UNKNOWN,32.431,,GenBac,35,8/9/18,16,555,10
B6,UNKNOWN,26.857,,GenBac,43,8/29/18,post 03,520,1
B7,UNKNOWN,26.944,,GenBac,43,8/29/18,post 03,520,1
B8,UNKNOWN,,,GenBac,43,8/29/18,post 03,520,10
B9,UNKNOWN,25.453,,GenBac,51,9/15/18,6,430,1
B10,UNKNOWN,25.537,,GenBac,51,9/15/18,6,430,1
B11,UNKNOWN,28.748,,GenBac,51,9/15/18,6,430,10
