Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,22.719,50000.00,genbac,St1,,,,1
A2,STANDARD,22.643,50000.00,genbac,St1,,,,1
B1,STANDARD,24.933,10000.00,genbac,St2,,,,1
B2,STANDARD,24.975,10000.00,genbac,St2,,,,1
C1,STANDARD,26.07,5000.00,genbac,St3,,,,1
C2,STANDARD,25.986,5000.00,genbac,St3,,,,1
D1,STANDARD,28.335,1000.00,genbac,St4,,,,1
D2,STANDARD,28.425,1000.00,genbac,St4,,,,1
E1,STANDARD,29.447,500.00,genbac,St5,,,,1
E2,STANDARD,29.488,500.00,genbac,St5,,,,1
F1,STANDARD,31.916,100.00,genbac,St6,,,,1
F2,STANDARD,31.691,100.00,genbac,St6,,,,1
G1,STANDARD,32.871,50.00,genbac,St7,,,,1
G2,STANDARD,33.247,50.00,genbac,St7,,,,1
H1,STANDARD,34.952,10.00,genbac,St8,,,,1
H2,STANDARD,36.233,10.00,genbac,St8,,,,1
A3,UNKNOWN,33.443,,genbac,138,1/20/19,S1-B,415,1
A4,UNKNOWN,32.949,,genbac,138,1/20/19,S1-B,415,1
A5,UNKNOWN,37.048,,genbac,138,1/20/19,S1-B,415,10
A6,UNKNOWN,26.208,,genbac,146,1/20/19,S3-S,340,1
A7,UNKNOWN,26.493,,genbac,146,1/20/19,S3-S,340,1
A8,UNKNOWN,30.266,,genbac,146,1/20/19,S3-S,340,10
A9,UNKNOWN,30.29,,genbac,154,1/20/19,S6-M,305,1
A10,UNKNOWN,30.485,,genbac,154,1/20/19,S6-M,305,1
A11,UNKNOWN,33.743,,genbac,154,1/20/19,S6-M,305,10
B3,UNKNOWN,34.667,,genbac,139,1/20/19,S1-M,375,1
B4,UNKNOWN,34.034,,genbac,139,1/20/19,S1-M,375,1
B5,UNKNOWN,37.569,,genbac,139,1/20/19,S1-M,375,10
B6,UNKNOWN,31.123,,genbac,147,1/20/19,S4-B,315,1
B7,UNKNOWN,31.272,,genbac,147,1/20/19,S4-B,315,1
B8,UNKNOWN,34.447,,genbac,147,1/20/19,S4-B,315,10
B9,UNKNOWN,28.458,,genbac,155,1/20/19,S6-S,295,1
B10,UNKNOWN,28.578,,genbac,155,1/20/19,S6-S,295,1
B11,UNKNOWN,32.301,,genbac,155,1/20/19,S6-S,295,10
C3,UNKNOWN,30.014,,genbac,140,1/20/19,S1-S,355,1
C4,UNKNOWN,29.99,,genbac,140,1/20/19,S1-S,355,1
C5,UNKNOWN,33.683,,genbac,140,1/20/19,S1-S,355,10
C6,UNKNOWN,31.325,,genbac,148,1/20/19,S4-M,305,1
C7,UNKNOWN,31.305,,genbac,148,1/20/19,S4-M,305,1
C8,UNKNOWN,34.366,,genbac,148,1/20/19,S4-M,305,10
C9,UNKNOWN,30.06,,genbac,156,1/20/19,S7-B,315,1
C10,UNKNOWN,30.4,,genbac,156,1/20/19,S7-B,315,1
C11,UNKNOWN,32.941,,genbac,156,1/20/19,S7-B,315,10
D3,UNKNOWN,31.907,,genbac,141,1/20/19,S2-B,355,1
D4,UNKNOWN,32.143,,genbac,141,1/20/19,S2-B,355,1
D5,UNKNOWN,35.796,,genbac,141,1/20/19,S2-B,355,10
D6,UNKNOWN,28.453,,genbac,149,1/20/19,S4-S,305,1
D7,UNKNOWN,28.369,,genbac,149,1/20/19,S4-S,305,1
D8,UNKNOWN,32.213,,genbac,149,1/20/19,S4-S,305,10
D9,UNKNOWN,31.499,,genbac,157,1/20/19,S7-M,320,1
D10,UNKNOWN,31.356,,genbac,157,1/20/19,S7-M,320,1
D11,UNKNOWN,34.23,,genbac,157,1/20/19,S7-M,320,10
E3,UNKNOWN,30.065,,genbac,142,1/20/19,S2-M,305,1
E4,UNKNOWN,30.023,,genbac,142,1/20/19,S2-M,305,1
E5,UNKNOWN,33.706,,genbac,142,1/20/19,S2-M,305,10
E6,UNKNOWN,30.654,,genbac,150,1/20/19,S5-B,435,1
E7,UNKNOWN,31.097,,genbac,150,1/20/19,S5-B,435,1
E8,UNKNOWN,33.764,,genbac,150,1/20/19,S5-B,435,10
E9,UNKNOWN,31.194,,genbac,158,1/20/19,S7-S,335,1
E10,UNKNOWN,31.187,,genbac,158,1/20/19,S7-S,335,1
E11,UNKNOWN,33.565,,genbac,158,1/20/19,S7-S,335,10
F3,UNKNOWN,29.169,,genbac,143,1/20/19,S2-S,295,1
F4,UNKNOWN,29.941,,genbac,143,1/20/19,S2-S,295,1
F5,UNKNOWN,33.194,,genbac,143,1/20/19,S2-S,295,10
F6,UNKNOWN,29.222,,genbac,151,1/20/19,S5-M,440,1
F7,UNKNOWN,29.639,,genbac,151,1/20/19,S5-M,440,1
F8,UNKNOWN,32.81,,genbac,151,1/20/19,S5-M,440,10
F9,UNKNOWN,32.241,,genbac,159,1/20/19,S8-B,305,1
F10,UNKNOWN,32.078,,genbac,159,1/20/19,S8-B,305,1
F11,UNKNOWN,34.916,,genbac,159,1/20/19,S8-B,305,10
G3,UNKNOWN,28.975,,genbac,144,1/20/19,S3-B,315,1
G4,UNKNOWN,28.98,,genbac,144,1/20/19,S3-B,315,1
G5,UNKNOWN,32.593,,genbac,144,1/20/19,S3-B,315,10
G6,UNKNOWN,27.005,,genbac,152,1/20/19,S5-S,360,1
G7,UNKNOWN,27.113,,genbac,152,1/20/19,S5-S,360,1
G8,UNKNOWN,30.65,,genbac,152,1/20/19,S5-S,360,10
G9,UNKNOWN,31.397,,genbac,160,1/20/19,S8-M,305,1
G10,UNKNOWN,31.278,,genbac,160,1/20/19,S8-M,305,1
G11,UNKNOWN,33.925,,genbac,160,1/20/19,S8-M,305,10
H3,UNKNOWN,30.486,,genbac,145,1/20/19,S3-M,325,1
H4,UNKNOWN,30.649,,genbac,145,1/20/19,S3-M,325,1
H5,UNKNOWN,33.758,,genbac,145,1/20/19,S3-M,325,10
H6,UNKNOWN,30.288,,genbac,153,1/20/19,S6-B,360,1
H7,UNKNOWN,30.432,,genbac,153,1/20/19,S6-B,360,1
H8,UNKNOWN,33.695,,genbac,153,1/20/19,S6-B,360,10
H9,UNKNOWN,30.855,,genbac,161,1/20/19,S8-S,315,1
H10,UNKNOWN,31.093,,genbac,161,1/20/19,S8-S,315,1
H11,UNKNOWN,33.846,,genbac,161,1/20/19,S8-S,315,10
