Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,23.447,"50000.00",genbac,1,,,,1
A2,STANDARD,23.312,"50000.00",genbac,1,,,,1
B1,STANDARD,26.26,"10000.00",genbac,2,,,,1
B2,STANDARD,26.172,"10000.00",genbac,2,,,,1
C1,STANDARD,26.813,"5000.00",genbac,3,,,,1
C2,STANDARD,26.735,"5000.00",genbac,3,,,,1
D1,STANDARD,29.233,"1000.00",genbac,4,,,,1
D2,STANDARD,29.308,"1000.00",genbac,4,,,,1
E1,STANDARD,30.173,500,genbac,5,,,,1
E2,STANDARD,30.302,500,genbac,5,,,,1
F1,STANDARD,33.327,100,genbac,6,,,,1
F2,STANDARD,32.415,100,genbac,6,,,,1
G1,STANDARD,33.547,50,genbac,7,,,,1
G2,STANDARD,33.232,50,genbac,7,,,,1
H1,STANDARD,35.288,10,genbac,8,,,,1
H2,STANDARD,36.872,10,genbac,8,,,,1
A3,UNKNOWN,25.597,,genbac,58,10/13/18,1,695,1
A4,UNKNOWN,25.454,,genbac,58,10/13/18,1,695,1
A5,UNKNOWN,29.919,,genbac,58,10/13/18,1,695,10
A6,UNKNOWN,26.653,,genbac,66,10/13/18,9,500,1
A7,UNKNOWN,26.892,,genbac,66,10/13/18,9,500,1
A8,UNKNOWN,30.925,,genbac,66,10/13/18,9,500,10
A9,UNKNOWN,26.172,,genbac,95,11/24/18,5,515,1
A10,UNKNOWN,26.311,,genbac,95,11/24/18,5,515,1
A11,UNKNOWN,30.209,,genbac,95,11/24/18,5,515,10
B3,UNKNOWN,27.278,,genbac,59,10/13/18,2,615,1
B4,UNKNOWN,27.41,,genbac,59,10/13/18,2,615,1
B5,UNKNOWN,31.751,,genbac,59,10/13/18,2,615,10
B6,UNKNOWN,28.549,,genbac,67,10/13/18,10,465,1
B7,UNKNOWN,28.648,,genbac,67,10/13/18,10,465,1
B8,UNKNOWN,33.51,,genbac,67,10/13/18,10,465,10
B9,UNKNOWN,27.085,,genbac,96,11/24/18,6,505,1
B10,UNKNOWN,27.246,,genbac,96,11/24/18,6,505,1
B11,UNKNOWN,31.415,,genbac,96,11/24/18,6,505,10
C3,UNKNOWN,27.831,,genbac,60,10/13/18,3,575,1
C4,UNKNOWN,27.732,,genbac,60,10/13/18,3,575,1
C5,UNKNOWN,32.125,,genbac,60,10/13/18,3,575,10
C6,UNKNOWN,27.8,,genbac,68,10/13/18,11,470,1
C7,UNKNOWN,27.656,,genbac,68,10/13/18,11,470,1
C8,UNKNOWN,31.481,,genbac,68,10/13/18,11,470,10
C9,UNKNOWN,25.385,,genbac,97,11/24/18,7,555,1
C10,UNKNOWN,25.46,,genbac,97,11/24/18,7,555,1
C11,UNKNOWN,29.436,,genbac,97,11/24/18,7,555,10
D3,UNKNOWN,28.589,,genbac,61,10/13/18,4,590,1
D4,UNKNOWN,28.49,,genbac,61,10/13/18,4,590,1
D5,UNKNOWN,32.942,,genbac,61,10/13/18,4,590,10
D6,UNKNOWN,25.21,,genbac,69,10/13/18,12,465,1
D7,UNKNOWN,25.249,,genbac,69,10/13/18,12,465,1
D8,UNKNOWN,29.279,,genbac,69,10/13/18,12,465,10
D9,UNKNOWN,25.045,,genbac,98,11/24/18,8,545,1
D10,UNKNOWN,24.9,,genbac,98,11/24/18,8,545,1
D11,UNKNOWN,28.755,,genbac,98,11/24/18,8,545,10
E3,UNKNOWN,25.009,,genbac,62,10/13/18,5,515,1
E4,UNKNOWN,25.056,,genbac,62,10/13/18,5,515,1
E5,UNKNOWN,28.465,,genbac,62,10/13/18,5,515,10
E6,UNKNOWN,24.823,,genbac,91,11/24/18,1,675,1
E7,UNKNOWN,25.185,,genbac,91,11/24/18,1,675,1
E8,UNKNOWN,28.514,,genbac,91,11/24/18,1,675,10
E9,UNKNOWN,27.554,,genbac,99,11/24/18,9,575,1
E10,UNKNOWN,27.755,,genbac,99,11/24/18,9,575,1
E11,UNKNOWN,30.995,,genbac,99,11/24/18,9,575,10
F3,UNKNOWN,22.351,,genbac,63,10/13/18,6,390,1
F4,UNKNOWN,22.375,,genbac,63,10/13/18,6,390,1
F5,UNKNOWN,26.247,,genbac,63,10/13/18,6,390,10
F6,UNKNOWN,27.518,,genbac,92,11/24/18,2,565,1
F7,UNKNOWN,27.882,,genbac,92,11/24/18,2,565,1
