Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,26.238,50000,GenBac,1,,,,1
A2,STANDARD,25.292,50000,GenBac,1,,,,1
B1,STANDARD,27.727,10000,GenBac,2,,,,1
B2,STANDARD,27.717,10000,GenBac,2,,,,1
C1,STANDARD,28.574,5000,GenBac,3,,,,1
C2,STANDARD,28.622,5000,GenBac,3,,,,1
D1,STANDARD,31.362,1000,GenBac,4,,,,1
D2,STANDARD,31.176,1000,GenBac,4,,,,1
E1,STANDARD,31.853,500,GenBac,5,,,,1
E2,STANDARD,32.106,500,GenBac,5,,,,1
F1,STANDARD,34.692,100,GenBac,6,,,,1
F2,STANDARD,34.429,100,GenBac,6,,,,1
G1,STANDARD,35.825,50,GenBac,7,,,,1
G2,STANDARD,35.747,50,GenBac,7,,,,1
H1,STANDARD,39.962,10,GenBac,8,,,,1
H2,STANDARD,,10,GenBac,8,,,,1
A3,UNKNOWN,27.797,,GenBac,10,8/3/18,1,575,1
A4,UNKNOWN,28.706,,GenBac,10,8/3/18,1,575,1
A5,UNKNOWN,30.76,,GenBac,10,8/3/18,1,575,10
A6,UNKNOWN,26.826,,GenBac,18,8/3/18,9,335,1
A7,UNKNOWN,26.847,,GenBac,18,8/3/18,9,335,1
A8,UNKNOWN,29.984,,GenBac,18,8/3/18,9,335,10
A9,UNKNOWN,26.027,,GenBac,26,8/9/18,7,415,1
A10,UNKNOWN,26.027,,GenBac,26,8/9/18,7,415,1
A11,UNKNOWN,29.216,,GenBac,26,8/9/18,7,415,10
B3,UNKNOWN,23.462,,GenBac,11,8/3/18,2,485,1
B4,UNKNOWN,23.511,,GenBac,11,8/3/18,2,485,1
B5,UNKNOWN,26.754,,GenBac,11,8/3/18,2,485,10
B6,UNKNOWN,28.495,,GenBac,19,8/3/18,10,465,1
B7,UNKNOWN,28.411,,GenBac,19,8/3/18,10,465,1
B8,UNKNOWN,31.939,,GenBac,19,8/3/18,10,465,10
B9,UNKNOWN,30.301,,GenBac,27,8/9/18,8,565,1
B10,UNKNOWN,30.286,,GenBac,27,8/9/18,8,565,1
B11,UNKNOWN,33.688,,GenBac,27,8/9/18,8,565,10
C3,UNKNOWN,27.939,,GenBac,12,8/3/18,3,465,1
C4,UNKNOWN,27.95,,GenBac,12,8/3/18,3,465,1
C5,UNKNOWN,30.719,,GenBac,12,8/3/18,3,465,10
C6,UNKNOWN,28.168,,GenBac,20,8/9/18,1,545,1
C7,UNKNOWN,27.896,,GenBac,20,8/9/18,1,545,1
C8,UNKNOWN,30.975,,GenBac,20,8/9/18,1,545,10
C9,UNKNOWN,28.262,,GenBac,28,8/9/18,9,240,1
C10,UNKNOWN,28.376,,GenBac,28,8/9/18,9,240,1
C11,UNKNOWN,31.287,,GenBac,28,8/9/18,9,240,10
D3,UNKNOWN,27.522,,GenBac,13,8/3/18,4,265,1
D4,UNKNOWN,27.37,,GenBac,13,8/3/18,4,265,1
D5,UNKNOWN,30.549,,GenBac,13,8/3/18,4,265,10
D6,UNKNOWN,29.113,,GenBac,21,8/9/18,2,495,1
D7,UNKNOWN,29.024,,GenBac,21,8/9/18,2,495,1
D8,UNKNOWN,31.593,,GenBac,21,8/9/18,2,495,10
D9,UNKNOWN,29.615,,GenBac,29,8/9/18,10,545,1
D10,UNKNOWN,29.457,,GenBac,29,8/9/18,10,545,1
D11,UNKNOWN,32.302,,GenBac,29,8/9/18,10,545,10
E3,UNKNOWN,28.012,,GenBac,14,8/3/18,5,365,1
E4,UNKNOWN,27.95,,GenBac,14,8/3/18,5,365,1
E5,UNKNOWN,30.977,,GenBac,14,8/3/18,5,365,10
E6,UNKNOWN,25.185,,GenBac,22,8/9/18,3,265,1
E7,UNKNOWN,25.395,,GenBac,22,8/9/18,3,265,1
E8,UNKNOWN,29.134,,GenBac,22,8/9/18,3,265,10
E9,UNKNOWN,26.15,,GenBac,30,8/9/18,11,240,1
E10,UNKNOWN,26.401,,GenBac,30,8/9/18,11,240,1
E11,UNKNOWN,29.793,,GenBac,30,8/9/18,11,240,10
F3,UNKNOWN,24.677,,GenBac,15,8/3/18,6,405,1
F4,UNKNOWN,24.53,,GenBac,15,8/3/18,6,405,1
F5,UNKNOWN,27.693,,GenBac,15,8/3/18,6,405,10
F6,UNKNOWN,25.582,,GenBac,23,8/9/18,4,515,1
