Pos,Name,CT,Amount [Copies],Target,SampleIDNum,Date,Location,Volume,DilutionFactor
A1,STANDARD,22.889,50000.00,genbac,St1,,,,1
A2,STANDARD,22.861,50000.00,genbac,St1,,,,1
B1,STANDARD,25.358,10000.00,genbac,St2,,,,1
B2,STANDARD,25.223,10000.00,genbac,St2,,,,1
C1,STANDARD,26.383,5000.00,genbac,St3,,,,1
C2,STANDARD,26.29,5000.00,genbac,St3,,,,1
D1,STANDARD,28.523,1000.00,genbac,St4,,,,1
D2,STANDARD,28.58,1000.00,genbac,St4,,,,1
E1,STANDARD,29.669,500.00,genbac,St5,,,,1
E2,STANDARD,29.779,500.00,genbac,St5,,,,1
F1,STANDARD,32.114,100.00,genbac,St6,,,,1
F2,STANDARD,31.642,100.00,genbac,St6,,,,1
G1,STANDARD,33.391,50.00,genbac,St7,,,,1
G2,STANDARD,32.99,50.00,genbac,St7,,,,1
H1,STANDARD,35.361,10.00,genbac,St8,,,,1
H2,STANDARD,35.718,10.00,genbac,St8,,,,1
A3,UNKNOWN,31.301,,genbac,174,2/18/19,S1-B,415,1
A4,UNKNOWN,30.936,,genbac,174,2/18/19,S1-B,415,1
A5,UNKNOWN,33.778,,genbac,174,2/18/19,S1-B,415,10
A6,UNKNOWN,26.255,,genbac,182,2/18/19,S3-S,405,1
A7,UNKNOWN,26.049,,genbac,182,2/18/19,S3-S,405,1
A8,UNKNOWN,29.848,,genbac,182,2/18/19,S3-S,405,10
A9,UNKNOWN,27.765,,genbac,190,2/18/19,S6-M,375,1
A10,UNKNOWN,27.839,,genbac,190,2/18/19,S6-M,375,1
A11,UNKNOWN,31.406,,genbac,190,2/18/19,S6-M,375,10
B3,UNKNOWN,32.725,,genbac,175,2/18/19,S1-M,375,1
B4,UNKNOWN,31.844,,genbac,175,2/18/19,S1-M,375,1
B5,UNKNOWN,34.654,,genbac,175,2/18/19,S1-M,375,10
B6,UNKNOWN,28.615,,genbac,183,2/18/19,S4-B,390,1
B7,UNKNOWN,28.71,,genbac,183,2/18/19,S4-B,390,1
B8,UNKNOWN,31.492,,genbac,183,2/18/19,S4-B,390,10
B9,UNKNOWN,27.581,,genbac,191,2/18/19,S6-S,320,1
B10,UNKNOWN,27.526,,genbac,191,2/18/19,S6-S,320,1
B11,UNKNOWN,31.025,,genbac,191,2/18/19,S6-S,320,10
C3,UNKNOWN,29.037,,genbac,176,2/18/19,S1-S,365,1
C4,UNKNOWN,29.017,,genbac,176,2/18/19,S1-S,365,1
C5,UNKNOWN,32.565,,genbac,176,3/22/19,S1-S,365,10
C6,UNKNOWN,27.824,,genbac,184,2/18/19,S4-M,380,1
C7,UNKNOWN,28.094,,genbac,184,2/18/19,S4-M,380,1
C8,UNKNOWN,31.389,,genbac,184,2/18/19,S4-M,380,10
C9,UNKNOWN,30.275,,genbac,192,2/18/19,S7-B,335,1
C10,UNKNOWN,30.28,,genbac,192,2/18/19,S7-B,335,1
C11,UNKNOWN,33.474,,genbac,192,2/18/19,S7-B,335,10
D3,UNKNOWN,31.608,,genbac,177,2/18/19,S2-B,370,1
D4,UNKNOWN,31.726,,genbac,177,2/18/19,S2-B,370,1
D5,UNKNOWN,34.166,,genbac,177,2/18/19,S2-B,370,10
D6,UNKNOWN,27.543,,genbac,185,2/18/19,S4-S,215,1
D7,UNKNOWN,27.527,,genbac,185,2/18/19,S4-S,215,1
D8,UNKNOWN,31.22,,genbac,185,2/18/19,S4-S,215,10
D9,UNKNOWN,28.391,,genbac,193,2/18/19,S7-M,340,1
D10,UNKNOWN,28.328,,genbac,193,2/18/19,S7-M,340,1
D11,UNKNOWN,31.203,,genbac,193,2/18/19,S7-M,340,10
E3,UNKNOWN,30.002,,genbac,178,2/18/19,S2-M,350,1
E4,UNKNOWN,30.074,,genbac,178,2/18/19,S2-M,350,1
E5,UNKNOWN,32.639,,genbac,178,2/18/19,S2-M,350,10
E6,UNKNOWN,28.273,,genbac,186,2/18/19,S5-B,435,1
E7,UNKNOWN,28.344,,genbac,186,2/18/19,S5-B,435,1
E8,UNKNOWN,31.411,,genbac,186,2/18/19,S5-B,435,10
E9,UNKNOWN,27.735,,genbac,194,2/18/19,S7-S,350,1
E10,UNKNOWN,27.705,,genbac,194,2/18/19,S7-S,350,1
E11,UNKNOWN,31.005,,genbac,194,2/18/19,S7-S,350,10
F3,UNKNOWN,26.976,,genbac,179,2/18/19,S2-S,310,1
F4,UNKNOWN,26.922,,genbac,179,2/18/19,S2-S,310,1
F5,UNKNOWN,29.344,,genbac,179,2/18/19,S2-S,310,10
F6,UNKNOWN,28.231,,genbac,187,2/18/19,S5-M,420,1
F7,UNKNOWN,28.21,,genbac,187,2/18/19,S5-M,420,1
F8,UNKNOWN,31.509,,genbac,187,2/18/19,S5-M,420,10
